id;reference_number;species_number;record;sampled_habitat;active_methods;passive_methods;complementary_methods;period;month_start;year_start;month_finish;year_finish;effort_months;country;state;state_abbreviation;municipality;site;latitude;longitude;coordinate_precision;altitude;temperature;precipitation
amp1862;1289;32;co;fo,tp,la,is;as,sb,tr;NA;NA;da,tw,ni;11;2002; 2;2006; 39;Brazil;Paraná;BR-PR;Morretes;Condomínio Rio Sagrado;-25,498611;-48,84139;gms;  17;21,02;1731
amp1863;1290;42;co;tp,pp;as;NA;NA;da,tw,ni;10;2012; 3;2013;  5;Brazil;Paraná;BR-PR;Piraí do Sul;NA;-24,537222;-49,90472;gms;1094;16,45;1519
amp1864;1291;14;co;pp,la,is;as;NA;NA;tw,ni; 9;2009; 4;2010;  7;Brazil;Paraná;BR-PR;Bocaiúva do Sul;Chácara Beltramin;-25,240000;-49,03417;gms; 904;17,57;1703
amp1865;1292;23;co;fo,tp,la,sw,is;as;NA;NA;tw,ni;10;1997; 9;1998; 11;Brazil;Paraná;BR-PR;Três Barras do Paraná;Parque Estadual do Rio Guarani;-25,450000;-53,11667;gm; 418;18,81;1825
amp1866;1292;22;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Quatro Barras;NA;-25,350000;-49,05000;gm; 885;17,75;1744
amp1867;1292;22;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Palmeira;Fazenda Santa Rita;-25,250000;-50,00000;gm; 853;17,45;1481
amp1868;1102;31;co;fo,sw,ll,is,br;as;NA;NA;da,tw,ni; 1;2015; 3;2015;  2;Brazil;Paraná;BR-PR;Morretes;Parque Estadual Pico do Marumbi;-25,453611;-48,91972;NA;1359;15,02;1985
amp1869;1293;20;co;la,sw,os;as;NA;NA;tw,ni;10;2005; 9;2006; 11;Brazil;Paraná;BR-PR;Balsa Nova;Fazenda Monjolo;-25,458333;-49,70917;NA;1117;16,01;1562
amp1870;1294;39;co;tp,sp,ll,is,br;as,tr;NA;NA;da,tw,ni; 9;1996; 7;1998; 22;Brazil;Paraná;BR-PR;Guaraqueçaba;Área de Proteção Ambiental Guaraqueçaba;-25,256667;-48,29861;gms;  68;21,51;2134
amp1871;1295;10;co;sw,is;as;NA;NA;tw,ni; 3;2000; 3;2001; 12;Brazil;Paraná;BR-PR;Tijucas do Sul;Pontifícia Universidade Católica do Paraná;-25,951667;-49,22056;gms; 929;16,30;1525
amp1872;1295;18;co;la;as;NA;NA;tw,ni; 3;2000; 3;2001; 12;Brazil;Paraná;BR-PR;Tijucas do Sul;Pontifícia Universidade Católica do Paraná;-25,953611;-49,22111;gms; 929;16,30;1525
amp1873;1295;13;co;la;as;NA;NA;tw,ni; 3;2000; 3;2001; 12;Brazil;Paraná;BR-PR;Tijucas do Sul;Pontifícia Universidade Católica do Paraná;-25,960833;-49,23639;gms; 929;16,29;1514
amp1874;1295;20;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Fênix;Parque Estadual de Vila Rica do Espírito Santo;-23,916667;-51,95000;gm; 331;20,18;1479
amp1875;1296;34;co;fo,tp,la,ll,is,br;as;NA;NA;da,tw,ni; 1;2003; 5;2004; 16;Brazil;Paraná;BR-PR;São José dos Pinhais;Serro, Gemido;-25,683333;-49,05000;gm; 978;16,83;1759
amp1876;1297;32;co;fo,tp,la,sw,br;as,sb,tr;NA;NA;da,tw,ni; 1;2002; 3;2003; 14;Brazil;Paraná;BR-PR;Fazenda Rio Grande;Fazenda Experimental Gralha Azul;-25,656389;-49,28667;gm; 905;17,15;1423
amp1877;1298;28;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;General Carneiro;Fazenda Pedro Pizzatto;-26,366667;-51,36667;gm;1097;15,49;1690
amp1878;1298;26;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Candói;Rio Jordão;-25,633333;-51,96667;gm; 851;17,23;1744
amp1879;1298;23;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Rio Negro;Parque Municipal de São Luis de Tolosa;-26,083333;-49,80000;gm; 805;16,70;1398
amp1880;1298;22;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Fernandes Pinheiro;Floresta Nacional de Irati;-25,383333;-50,56667;gm; 866;17,17;1461
amp1881;1298;19;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Palmas;Refúgio de Vida Silvestre dos Campos de Palmas;-26,516667;-51,63333;gm;1254;14,90;1747
amp1882;1298;21;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Araucária;NA;-25,716667;-49,43333;gm; 928;16,73;1359
amp1883;1299;39;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 1;2013;12;2013; 11;Brazil;Paraná;BR-PR;Castro;Parque Nacional dos Campos Gerais;-25,050000;-49,95000;gm; 933;17,00;1581
amp1884;1299;26;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 1;2013;12;2013; 11;Brazil;Paraná;BR-PR;Ponta Grossa;Parque Estadual de Vila Velha;-25,233300;-50,00000;gm; 973;16,86;1516
amp1885;1299;29;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 1;2013;12;2013; 11;Brazil;Paraná;BR-PR;Platina;Parque Estadual do Guartelá;-24,566700;-50,23330;gm;1005;16,96;1432
amp1886;1299;29;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 1;2013;12;2013; 11;Brazil;Paraná;BR-PR;Palmas;Refúgio da Vida Silvestre dos Campos de Palmas;-26,516700;-51,61670;gm;1263;14,85;1744
amp1887;1299;21;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 7;2005; 4;2006;  9;Brazil;Paraná;BR-PR;Curitiba;Parques Municipais de Curitiba;-25,387500;-49,30833;gm; 924;17,42;1543
amp1888;1299;24;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA; 7;2010; 3;2011;  8;Brazil;Paraná;BR-PR;Castro;Parque Estadual do Caxambú;-24,666700;-50,00000;gm; 988;16,80;1535
amp1889;1299;27;co;fo,tp,pp,sw,is;as,sb,tr;NA;NA;NA;11;2001;12;2006; 61;Brazil;Paraná;BR-PR;Candói;Parque Estadual Santa Clara;-25,600000;-51,98330;gm; 877;17,15;1748
amp1890;1300;32;co;fo,tp,sw,ll,is;as,sb;pt;NA;mo,da,tw,ni; 5;2006;12;2009; 43;Brazil;Paraná;BR-PR;São José dos Pinhais;Colônia Castelhanos;-25,783602;-48,90018;gms; 451;18,86;1756
amp1891;1301;33;ab;fo,pp,la,sw,is,os;sb,tr;pt;NA;mo,da,tw,ni;10;2012; 3;2013;  5;Brazil;Paraná;BR-PR;Piraí do Sul;Floresta Nacional de Piraí do Sul;-24,566667;-49,91667;gm;1069;16,52;1517
amp1892;1302;42;co;tp,pp,ll,is,br;as,sb;NA;NA;da,tw,ni; 9;2006; 3;2007;  6;Brazil;Paraná;BR-PR;Guaraqueçab;Reserva Natural Salto Morato;-25,167222;-48,30361;gms; 110;21,52;2090
amp1893;1303;16;co;fo,tp,pp,sw;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Guarapuava;Parque Municipal das Araucárias;-25,354444;-51,46611;NA;1063;16,69;1686
amp1894;1304;24;co;fo,pp,sw,br;as,sb,tr;NA;NA;tw,ni;11;2010; 4;2012; 17;Brazil;Paraná;BR-PR;Piraquara;Mananciais da Serra;-25,507222;-49,03111;gms; 916;17,53;1804
amp1895;1304;20;co;fo,pp,sw,is,br;as,sb,tr;NA;NA;tw,ni;11;2010; 4;2012; 17;Brazil;Paraná;BR-PR;Piraquara;Mananciais da Serra;-25,502778;-48,98556;gms;1039;16,71;1933
amp1896;1304;23;co;fo,pp,sw,br;as,sb,tr;NA;NA;tw,ni;11;2010; 4;2012; 17;Brazil;Paraná;BR-PR;Piraquara;Mananciais da Serra;-25,489167;-48,97389;gms;1129;16,16;1942
amp1897;1304;21;co;fo,pp,sw,br;as,sb,tr;NA;NA;tw,ni;11;2010; 4;2012; 17;Brazil;Paraná;BR-PR;Piraquara;Mananciais da Serra;-25,476944;-48,96333;gms;1147;16,08;1952
amp1898;1305;32;co;tp,is;as,sb;pt;NA;mo,da,tw,ni; 7;2010; 6;2011; 11;Brazil;Paraná;BR-PR;Paranaguá;Floresta Estadual do Palmito;-25,583333;-48,55000;gm;  17;20,64;1928
amp1899;1305;25;co;tp,is;as,sb;pt;NA;mo,da,tw,ni;11;2012; 3;2013;  4;Brazil;Paraná;BR-PR;Matinhos;Parque Florestal do Rio da Onça;-25,750000;-48,50000;gm;   0;NA;NA
amp1900;1305;21;co;tp,is;as,sb;pt;NA;mo,da,tw,ni; 7;2010; 6;2011; 11;Brazil;Paraná;BR-PR;Guaraqueçaba;Ilha Rasa;-25,350000;-48,40000;gm;   0;NA;NA
amp1901;1305;19;co;tp,la,is;as,sb;pt;NA;mo,da,tw,ni;11;2012; 3;2013;  4;Brazil;Paraná;BR-PR;Paranaguá;Ilha do Mel;-25,500000;-48,33333;gm;  15;20,97;2102
amp1902;1305;22;co;tp,la,is;as,sb;pt;NA;mo,da,tw,ni;11;2012; 3;2013;  4;Brazil;Paraná;BR-PR;Guaraqueçaba;Ilha Superagui;-25,466667;-48,21667;gm;   0;NA;NA
amp1903;1306;31;co;pp,sw,is;as,sb,tr;NA;NA;tw,ni; 7;2001; 7;2002; 12;Brazil;Paraná;BR-PR;Campina Grande do Sul;NA;-25,283333;-49,03333;dd; 869;17,75;1717
amp1904;1306;28;co;pp,sw,is;as,sb,tr;NA;NA;tw,ni;10;2012; 1;2013;  3;Brazil;Paraná;BR-PR;Campina Grande do Sul;NA;-24,983333;-48,61667;dd; 698;18,58;1562
amp1905;1306;20;co;pp,is;as,sb,tr;NA;NA;tw,ni;12;2009;11;2010; 11;Brazil;Paraná;BR-PR;Bocaiúva do Sul;NA;-25,240000;-49,03417;dd; 904;17,57;1703
amp1906;1307;19;co;pp,sw,is;as,sb,tr;NA;NA;tw,ni; 8;2010; 5;2011;  9;Brazil;Paraná;BR-PR;Campo Largo;NA;-25,396944;-49,53083;gms; 962;16,82;1555
amp1907;1307;18;co;pp;as,sb,tr;NA;NA;tw,ni; 8;2010; 5;2011;  9;Brazil;Paraná;BR-PR;Campo Largo;NA;-25,410556;-49,49306;gms; 981;16,82;1553
amp1908;1307;19;co;sw,is;as,sb,tr;NA;NA;tw,ni; 8;2010; 5;2011;  9;Brazil;Paraná;BR-PR;Campo Largo;NA;-25,427778;-49,47667;gms; 933;17,08;1510
amp1909;1307;14;co;sw,is;as,sb,tr;NA;NA;tw,ni; 8;2010; 5;2011;  9;Brazil;Paraná;BR-PR;Campo Largo;NA;-25,433611;-49,47333;gms; 918;17,16;1494
amp1910;1307;14;co;pp,la,sw,is;as,sb,tr;NA;NA;tw,ni; 8;2010; 5;2011;  9;Brazil;Paraná;BR-PR;Campo Largo;NA;-25,496667;-49,38944;gms; 917;17,19;1454
amp1911;1308;15;co;fo,la;as;NA;NA;tw,ni;12;2009;11;2010; 11;Brazil;Paraná;BR-PR;Alvorada do Sul;Fazenda Alvorada;-22,818056;-51,18944;gms; 370;22,11;1292
amp1912;1309;24;co;fo,tp,la,sw,is;as;NA;NA;da,tw,ni; 9;1995; 2;1997; 17;Brazil;Paraná;BR-PR;Londrina;Parque Estadual Mata dos Godoy;-23,450000;-51,25000;gm; 547;20,24;1540
amp1913;1309;14;co;fo,tp,la,sw,is;as;NA;NA;da,tw,ni; 9;1995; 2;1997; 17;Brazil;Paraná;BR-PR;Londrina;Estação de Piscicultura da Universidade Estadual de Londrina;-23,316667;-51,20000;gm; 579;20,58;1563
amp1914;1310;27;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Londrina;Baixo Tibagi;-23,450001;-51,25000;dd; 547;20,24;1540
amp1915;1310;27;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Ortigueira;Médio Tibagi;-24,224873;-50,92828;dd; 791;18,23;1504
amp1916;1310;19;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Paraná;BR-PR;Ponta Grossa;Alto Tibagi;-25,094547;-50,16328;dd; 945;17,24;1490
amp1917;1311;32;co;fo,la,sw,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Parque Ecológico da Klabin;-24,283333;-50,58333;gm; 771;18,23;1367
amp1918;1311; 9;co;fo,sw,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Ribeirão Anta Brava;-24,150000;-50,38333;gm; 838;18,03;1351
amp1919;1311;10;co;fo,la,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Salto Aparado;-24,166667;-50,70000;gm; 610;19,09;1411
amp1920;1311;16;co;fo,la,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Arroio Vila Preta;-24,133333;-50,43333;gm; 792;18,26;1356
amp1921;1311;21;co;fo,la,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Taboal da Bacia;-24,283333;-50,56667;gm; 830;17,94;1382
amp1922;1311; 5;co;fo,sw,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Ribeirão no Cerradinho;-24,250000;-50,33333;gm; 897;17,70;1370
amp1923;1311;19;co;fo,la,sw,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Lagoas do Gaúcho;-24,116667;-50,68333;gm; 696;18,68;1419
amp1924;1311; 7;co;fo,la,sw,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Lagoas no Km 60;-24,066667;-50,70000;gm; 612;19,15;1428
amp1925;1311;12;co;fo,la,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Lagoa do Cerradinho;-24,300000;-50,31667;gm; 967;17,33;1393
amp1926;1311;13;co;fo,la,sw,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Lagoas do Prata;-24,383333;-50,45000;gm; 803;18,08;1358
amp1927;1311; 8;co;fo,la,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Ribeirão da Usina Mauá;-24,050000;-50,70000;gm; 679;18,82;1431
amp1928;1311;12;co;fo,la,sw,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Taboal na Mina Velha;-24,116667;-50,66667;gm; 694;18,67;1413
amp1929;1311;14;co;fo,la,sw,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Lagoa do Sapatão;-24,333333;-50,41667;gm; 791;18,17;1348
amp1930;1311;11;co;fo,la,ll,is;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Salto Conceição;-24,400000;-50,55000;gm; 757;18,25;1365
amp1931;1311;19;co;fo,la,sw,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Taboal Estrada Mauá;-24,066667;-50,68333;gm; 710;18,66;1420
amp1932;1311;13;co;fo,la,ll;as,tr;NA;NA;NA; 1;2001;12;2002; 23;Brazil;Paraná;BR-PR;Telêmaco Borba;Taboal na Vila Preta;-24,133333;-50,36667;gm; 859;18,00;1362
amp1933;1312;24;ab;fo,pp,la,sw,is;as,sb,tr;pt;NA;mo,da,tw,ni; 9;2014; 8;2015; 11;Brazil;Paraná;BR-PR;Foz do Iguaçú;Parque Nacional do Iguaçu;-25,603611;-54,41444;gms; 264;20,46;1771
amp1934;1312;21;ab;fo,pp,la,sw,is;as,sb,tr;pt;NA;mo,da,tw,ni; 9;2014; 8;2015; 11;Brazil;Paraná;BR-PR;Céu Azul;Parque Nacional do Iguaçu;-25,072778;-53,65806;gms; 731;18,11;1825
amp1935;1313;25;co;fo,la,sw,is;sb;pt;NA;mo,da,tw,ni;11;2005;11;2007; 24;Brazil;Paraná;BR-PR;Ribeirão Claro;Rio Paranapanema;-23,107778;-49,79333;gms; 420;21,01;1280
amp1936;1314; 5;co;is;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,600833;-52,88250;gms; 292;22,23;1210
amp1937;1314; 3;co;is;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,590556;-52,89083;gms; 253;22,43;1217
amp1938;1314; 6;co;pp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,596667;-52,88139;gms; 259;22,41;1213
amp1939;1314;10;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,615833;-52,85667;gms; 260;22,31;1206
amp1940;1314;10;co;sw;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,586389;-52,89250;gms; 272;22,34;1221
amp1941;1314;10;co;sw;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,621667;-52,83861;gms; 270;22,25;1202
amp1942;1314; 5;co;sw;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,599722;-52,87472;gms; 245;22,46;1205
amp1943;1314;10;co;la;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,618889;-52,82778;gms; 269;22,25;1200
amp1944;1314; 8;co;is;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,623611;-52,84861;gms; 275;22,23;1201
amp1945;1314;11;co;la;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,634444;-52,82222;gms; 284;22,20;1212
amp1946;1314; 5;co;la;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,644167;-52,81500;gms; 295;22,15;1214
amp1947;1314;16;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,635000;-52,82028;gms; 284;22,20;1212
amp1948;1314; 7;co;la;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,611389;-52,90139;gms; 319;22,15;1230
amp1949;1314; 8;co;la;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,618611;-52,89833;gms; 332;22,07;1230
amp1950;1314;14;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,610833;-52,89694;gms; 324;22,10;1224
amp1951;1314;11;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,623889;-52,88639;gms; 346;22,00;1226
amp1952;1314;13;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,622500;-52,89389;gms; 332;22,07;1230
amp1953;1314;11;co;tp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,610278;-52,91722;gms; 347;22,04;1238
amp1954;1314;13;co;pp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,613611;-52,88778;gms; 320;22,12;1222
amp1955;1314; 9;co;pp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,625833;-52,90333;gms; 357;21,96;1240
amp1956;1314;10;co;pp;as;NA;NA;tw,ni; 4;2011; 3;2013; 23;Brazil;Paraná;BR-PR;Diamante do Norte;NA;-22,614167;-52,90944;gms; 344;22,05;1235
amp1957;1315;26;co;la;as;NA;NA;da,tw,ni; 8;2009; 7;2010; 11;Brazil;Paraná;BR-PR;Quatro Barras;Reserva Ambiental Serelepe;-25,362222;-48,99111;gms; 907;17,53;1818
amp1958;1316; 9;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,395000;-51,36400;dd;1027;15,78;1676
amp1959;1316;10;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,379000;-51,37940;dd;1089;15,52;1693
amp1960;1316; 9;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,376000;-51,38010;dd;1089;15,52;1693
amp1961;1316; 2;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,393000;-51,37860;dd;1071;15,59;1686
amp1962;1316; 8;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,394000;-51,37960;dd;1071;15,59;1686
amp1963;1316; 5;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,396000;-51,37840;dd;1071;15,59;1686
amp1964;1316; 9;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,406000;-51,38880;dd;1096;15,50;1697
amp1965;1316; 6;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,406000;-51,38860;dd;1096;15,50;1697
amp1966;1316; 8;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,407000;-51,40060;dd;1106;15,45;1700
amp1967;1316; 4;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,407000;-51,40120;dd;1106;15,45;1700
amp1968;1316; 1;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,404000;-51,40490;dd;1106;15,45;1700
amp1969;1316; 5;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,402000;-51,40270;dd;1106;15,45;1700
amp1970;1316; 9;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,394000;-51,39250;dd;1077;15,58;1693
amp1971;1316;10;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,415000;-51,34990;dd;1008;15,88;1675
amp1972;1316;15;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,420000;-51,35910;dd;1059;15,64;1687
amp1973;1316;14;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,421000;-51,35860;dd;1059;15,64;1687
amp1974;1316; 6;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;General Carneiro;NA;-26,419000;-51,35140;dd;1035;15,75;1680
amp1975;1316;10;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,556000;-51,66150;dd;1303;14,68;1749
amp1976;1316; 4;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,557000;-51,66290;dd;1303;14,68;1749
amp1977;1316;10;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,545000;-51,66320;dd;1292;14,74;1753
amp1978;1316; 8;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,524000;-51,67420;dd;1257;14,92;1752
amp1979;1316;13;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,522000;-51,67550;dd;1257;14,92;1754
amp1980;1316; 8;ab;pp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,506000;-51,66940;dd;1212;15,10;1747
amp1981;1316;13;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,556000;-51,66150;dd;1303;14,68;1749
amp1982;1316; 8;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,496000;-51,66560;dd;1214;15,09;1745
amp1983;1316;11;ab;sp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,495000;-51,66610;dd;1214;15,09;1745
amp1984;1316; 3;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,546000;-51,65730;dd;1281;14,78;1751
amp1985;1316; 4;ab;tp;as;NA;NA;NA; 8;2012; 7;2013; 11;Brazil;Paraná;BR-PR;Palmas;NA;-26,542000;-51,65230;dd;1281;14,78;1751
amp1986;1317;28;ab;NA;sb,tr;NA;NA;NA;NA;2013;NA;2015;NA;Brazil;Paraná;BR-PR;Piraí do Sul;Floresta Nacional de Piraí do Sul;-24,566667;-49,91667;dd;1069;16,52;1517
amp1987;1317;26;ab;NA;sb,tr;NA;NA;NA;NA;2013;NA;2015;NA;Brazil;Paraná;BR-PR;Tibagi;Parque Estadual do Guartelá;-24,569174;-50,26746;dd;1081;16,68;1461
amp1988;1317;23;ab;NA;sb,tr;NA;NA;NA;NA;2013;NA;2015;NA;Brazil;Paraná;BR-PR;Ponta Grossa;Parque Estadual de Vila Velha;-25,235003;-50,01182;dd; 828;17,58;1468
amp1989;1317;38;ab;NA;sb,tr;NA;NA;NA;NA;2013;NA;2015;NA;Brazil;Paraná;BR-PR;Castro;Parque Nacional dos Campos Gerais;-25,039978;-49,95225;dd; 932;16,97;1572
amp1990;1317;24;ab;NA;sb,tr;NA;NA;NA;NA;2013;NA;2015;NA;Brazil;Paraná;BR-PR;Palmas;Refúgio da Vida Silvestre dos Campos de Palmas;-26,516705;-51,61673;dd;1263;14,85;1744
amp1991;1317; 9;ab;pp;sb;NA;NA;NA; 8;2013;12;2015; 28;Brazil;Paraná;BR-PR;Fernandes Pinheiro;Floresta Nacional de Irati;-25,358056;-50,55278;gms; 824;17,33;1450
