id;reference_number;species_number;record;sampled_habitat;active_methods;passive_methods;complementary_methods;period;month_start;year_start;month_finish;year_finish;effort_months;country;state;state_abbreviation;municipality;site;latitude;longitude;coordinate_precision;altitude;temperature;precipitation
amp1001;1001;19;ab;fo,ll;as;pt;NA;mo,da,tw,ni; 9;2000; 1;2002; 16;Brazil;Piauí;BR-PI;Canto do Buriti;Parque Nacional Serra das Confusões; -8,680000;-43,42194;gm; 543;24,98; 853
amp1002;1002;16;co;fo,la,ll;as;pt;NA;mo,da,tw,ni;12;2007; 5;2009; 17;Brazil;Ceará;BR-CE;São Gonçalo do Amarante;Dunas; -3,545527;-38,85783;dd;  15;26,53;1318
amp1003;1002;14;co;fo,la,ll;as;pt;NA;mo,da,tw,ni;12;2007; 5;2009; 17;Brazil;Ceará;BR-CE;São Gonçalo do Amarante;Jardim Botânico Municipal de Bauru; -3,574194;-38,88869;dd;  29;26,45;1248
amp1004;1002;13;co;fo,la,ll;as;pt;NA;mo,da,tw,ni;12;2007; 5;2009; 17;Brazil;Ceará;BR-CE;São Gonçalo do Amarante;Taíba; -3,515250;-38,91880;dd;  25;26,55;1376
amp1005;1003;30;co;fo,ll,br;as;NA;NA;mo,da,ni; 7;1988; 8;2001;157;Brazil;Ceará;BR-CE;Baturité;Serra de Baturité; -4,280556;-38,91083;gm; 750;21,35;1689
amp1006;1004;42;co;tp,pp,la,ll,is;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Ceará;BR-CE;Quebrangulo;Reserva Biológica de Pedra Talhada; -9,229167;-36,42806;NA; 745;20,45;1249
amp1007;1005;23;co;sp;as;NA;NA;NA; 4;2007; 4;2009; 24;Brazil;Ceará;BR-CE;Ubajara;Planalto da Ibiapaba; -3,846111;-40,89444;gms; 863;21,57;1520
amp1008;1005;19;co;sp,la,sw;as,sb,tr;NA;NA;tw,ni; 4;2007; 4;2009; 24;Brazil;Ceará;BR-CE;Ubajara;Planalto da Ibiapaba; -3,825833;-40,91944;gms; 878;21,47;1474
amp1009;1005;13;ab;fo;NA;pt;NA;mo,da,tw,ni; 4;2007; 4;2009; 24;Brazil;Ceará;BR-CE;Ubajara;Planalto da Ibiapaba; -3,837500;-40,91028;gms; 826;21,76;1450
amp1010;1006; 1;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;São José de Mipibu;Patch A; -6,136944;-35,22944;NA;  93;25,40;1332
amp1011;1006; 1;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Arês;Patch B; -6,173889;-35,22028;NA;  35;25,78;1331
amp1012;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Arês;Patch C; -6,185833;-35,19944;NA;  69;25,59;1352
amp1013;1006; 4;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Arês;Patch D; -6,212222;-35,21028;NA;  93;25,42;1327
amp1014;1006; 4;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Espírito Santo;Patch E; -6,234167;-35,31250;NA; 130;25,14;1133
amp1015;1006; 6;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Espírito Santo;Patch F; -6,261667;-35,29194;NA;  69;25,57;1147
amp1016;1006; 5;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch G; -6,248333;-35,25694;NA;  93;25,41;1223
amp1017;1006; 8;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch H; -6,256944;-35,17222;NA;  59;25,69;1349
amp1018;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch I; -6,271944;-35,17028;NA;  58;25,70;1356
amp1019;1006; 5;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Tibau do Sul;Patch J; -6,253333;-35,14000;NA;  38;25,84;1421
amp1020;1006; 1;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch K; -6,340833;-35,21417;NA; 122;25,25;1274
amp1021;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch L; -6,349722;-35,21556;NA; 117;25,28;1276
amp1022;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Goianinha;Patch M; -6,342500;-35,19194;NA; 100;25,40;1314
amp1023;1006; 1;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch N; -6,370278;-35,20389;NA; 111;25,34;1298
amp1024;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch O; -6,392778;-35,18389;NA;  57;25,72;1335
amp1025;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch P; -6,382222;-35,18306;NA;  95;25,49;1332
amp1026;1006; 1;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch Q; -6,376667;-35,18222;NA;  95;25,49;1332
amp1027;1006; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch R; -6,367222;-35,18389;NA;  99;25,44;1318
amp1028;1006; 3;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch S; -6,364444;-35,17167;NA;  77;25,59;1341
amp1029;1006; 7;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch T; -6,324722;-35,14194;NA;  33;25,84;1378
amp1030;1006; 8;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch U; -6,335833;-35,11750;NA;  56;25,69;1460
amp1031;1006; 7;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Canguaretama;Patch V; -6,336389;-35,10639;NA;  49;25,75;1475
amp1032;1006; 7;ab;fo;NA;pt;NA;mo,da,tw,ni; 5;2011; 7;2011;  2;Brazil;Rio Grande do Norte;BR-RN;Vila Flor;Patch W; -6,327778;-35,09750;NA;  40;25,81;1470
amp1033;1007; 7;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;Santa Rita;Reserva Particular do Patrimônio Natural Gargaú; -6,994444;-34,96278;gms;  32;25,74;1663
amp1034;1007; 7;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;Planalto da Boa Esperança;Parque Natural Municipal do Cuiá; -7,191389;-34,85889;gms;  28;25,70;1914
amp1035;1007; 7;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;Cabedelo;Floresta Nacional da Restinga de Cabedelo; -7,064444;-34,85278;gms;  15;25,96;1837
amp1036;1007; 8;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;Roger;Parque Zoobotânico Arruda Câmara; -7,112222;-34,87389;gms;  29;25,77;1957
amp1037;1007; 9;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;João Pessoa;Refúgio da Vida Silvestre Mata do Buraquinho; -7,144167;-34,85861;gms;  56;25,64;1902
amp1038;1007; 4;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;João Pessoa;Parque Estadual Mata do Xem-Xem; -7,153611;-34,93361;gms;  65;25,52;1746
amp1039;1007; 2;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;João Pessoa;Câmpus I da Universidade Federal da Paraíba; -7,138611;-34,87389;gms;  38;25,72;1939
amp1040;1007; 2;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;João Pessoa;Horto Florestal Cidade Verde; -7,174444;-34,82444;gms;  38;25,71;1959
amp1041;1007; 3;co;NA;NA;dr;NA;NA; 3;2013; 2;2014; 11;Brazil;Paraíba;BR-PB;João Pessoa;Parque Cabo Branco; -7,148611;-34,79667;gms;   5;NA;NA
amp1042;1008; 5;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,724250;-35,14472;dd; 103;25,20;1377
amp1043;1008; 2;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,728472;-35,13764;dd; 163;24,80;1406
amp1044;1008; 1;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,721167;-35,17824;dd; 159;24,81;1316
amp1045;1008; 1;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,743806;-35,15508;dd; 174;24,76;1393
amp1046;1008; 2;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,740806;-35,17117;dd; 180;24,70;1348
amp1047;1008; 8;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,718722;-35,14825;dd; 103;25,20;1377
amp1048;1008; 8;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,719194;-35,14867;dd; 103;25,20;1377
amp1049;1008; 7;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,700111;-35,14189;dd;  66;25,45;1371
amp1050;1008; 8;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,720250;-35,16119;dd;  98;25,23;1331
amp1051;1008; 9;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,723000;-35,15892;dd;  98;25,23;1331
amp1052;1008; 6;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,718778;-35,15575;dd;  80;25,35;1350
amp1053;1008; 5;co;pp;as;NA;ae;ni; 5;2013;12;2013;  7;Brazil;Paraíba;BR-PB;Mamanguape;Reserva Biológica Guaribas; -6,731556;-35,16028;dd; 112;25,14;1334
amp1054;1009;21;co;tp;as;NA;NA;da,tw,ni; 2;1993;NA;1996;NA;Brazil;Paraíba;BR-PB;Mamanguape e Rio Tinto;Reserva Biológica Guaribas; -6,833333;-35,11667;gm;  41;25,72;1393
amp1055;1009;24;co;tp,sw,is;as;NA;NA;tw,ni; 1;1993;12;1996; 47;Brazil;Paraíba;BR-PB;Mamanguape e Rio Tinto;Reserva Biológica Guaribas; -6,731667;-35,14639;gm; 139;24,97;1374
amp1056;1009;19;co;sp,pp,la,sw,is;as;NA;NA;tw,ni; 1;1993;12;1996; 47;Brazil;Paraíba;BR-PB;Areia;Reserva Ecológica Mata do Pau Ferro; -6,966667;-35,68333;gm; 512;21,79;1255
amp1057;1010;21;co;la,sw;as,sb;NA;ae;tw,ni; 6;2011;11;2011;  5;Brazil;Paraíba;BR-PB;Areia;Reserva Ecológica Mata do Pau Ferro; -6,970000;-35,71528;gms; 536;21,68;1201
amp1058;1011;14;co;fo,tp,ll,is;as;pt;ae;mo,tw,ni; 8;2011; 7;2012; 11;Brazil;Paraíba;BR-PB;João Pessoa;Jardim Botânico Benjamim Maranhão; -7,145000;-34,86500;gms;  56;25,64;1902
amp1059;1012;14;co;NA;as,sb;pt;NA;mo,da,tw,ni; 6;2004; 2;2005;  8;Brazil;Paraíba;BR-PB;João Pessoa;Área de Preservação Permanente Mata do Buraquinho; -7,145000;-34,86500;gms;  56;25,64;1902
amp1060;1013; 8;ab;br;as;NA;NA;NA; 4;2008;11;2008;  7;Brazil;Pernambuco;BR-PE;São Lourenço da Mata;Estação Ecológica do Tapacurá; -8,038889;-35,20167;gms; 169;24,05;1126
amp1061;1014;12;ab;fo,ll,is,br;as;pt;NA;tw,ni; 1;2007;12;2007; 11;Brazil;Pernambuco;BR-PE;Igarassu;Reserva da Usina São José; -7,841944;-35,00667;gms; 109;24,40;1613
amp1062;1014;25;ab;fo,sp,ll;as;pt;NA;tw,ni; 1;2007;12;2007; 11;Brazil;Pernambuco;BR-PE;Igarassu;Reserva da Usina São José; -7,826389;-35,00750;gms;  75;24,66;1635
amp1063;1014;23;ab;fo,sp,ll,is;as;pt;NA;tw,ni; 1;2007;12;2007; 11;Brazil;Pernambuco;BR-PE;Igarassu;Reserva da Usina São José; -7,826944;-34,99889;gms;  78;24,61;1655
amp1064;1015; 6;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,721944;-35,18889;NA; 102;23,85;1948
amp1065;1015; 4;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,721111;-35,18833;NA; 102;23,85;1948
amp1066;1015; 7;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,725833;-35,17917;NA;  80;23,98;1908
amp1067;1015; 5;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,731111;-35,17917;NA;  80;23,98;1908
amp1068;1015; 7;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,728611;-35,17278;NA;  67;24,04;1890
amp1069;1015; 7;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,733333;-35,17389;NA;  67;24,04;1890
amp1070;1015; 8;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,733611;-35,17167;NA;  73;24,02;1865
amp1071;1015; 7;ab;fo;as;pt;NA;NA; 1;2010; 1;2011; 12;Brazil;Pernambuco;BR-PE;Tamandaré;Reserva Biológica de Saltinho; -8,735278;-35,16722;NA;  73;24,02;1865
amp1072;1016;15;ab;tp;as;NA;NA;NA; 3;2008;12;2008;  9;Brazil;Pernambuco;BR-PE;São Lourenço da Mata;Estação Ecológica do Tapacurá; -8,039444;-35,19722;gms; 135;24,24;1131
amp1073;1016;11;ab;tp;as;NA;NA;NA; 4;2008;12;2008;  8;Brazil;Pernambuco;BR-PE;São Lourenço da Mata;Estação Ecológica do Tapacurá; -8,036944;-35,20028;gms; 169;24,05;1126
amp1074;1017;37;co;fo,tp,sw,is,br;as;NA;NA;NA;11;2007; 7;2008;  8;Brazil;Pernambuco;BR-PE;Paulista;Estação Ecológica de Caetés; -7,909167;-34,95806;gms;  96;24,47;1703
amp1075;1018;19;ab;fo;as;pt;NA;tw,ni; 4;2007;10;2007;  6;Brazil;Pernambuco;BR-PE;Barreiros;NA; -8,818333;-35,18639;gms;  31;24,33;1776
amp1076;1019;15;ab;pp;as;pt;NA;tw,ni; 1;2004;10;2004;  9;Brazil;Pernambuco;BR-PE;Nazaré da Mata;Engenho Santa Fé; -7,733333;-35,23333;gm;  78;24,79;1212
amp1077;1020;41;co;fo,tp,la,sw,ll,br;as;pt;NA;mo,da,tw,ni;NA;NA;NA;NA;NA;Brazil;Pernambuco;BR-PE;Dois Irmãos;Parque Estadual de Dois Irmãos; -8,003611;-34,94722;gms;  64;24,83;1581
amp1078;1021; 8;co;fo,ll,is;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,693056;-35,85750;gms; 588;21,06;1100
amp1079;1021; 6;co;fo,ll;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,696389;-35,85472;gms; 588;21,06;1100
amp1080;1021;16;co;fo,tp,ll;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,696667;-35,85694;gms; 588;21,06;1100
amp1081;1021; 9;co;fo,ll,br;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,705556;-35,85278;gms; 652;20,71;1090
amp1082;1021;21;co;fo,sp,ll,br;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,710000;-35,85639;gms; 687;20,50;1095
amp1083;1021;27;co;pp;as,tr;pt;ae;NA; 8;2012; 9;2013; 13;Brazil;Pernambuco;BR-PE;Lagoa dos Gatos;Reserva Particular do Patrimônio Natural Pedra D’Antas; -8,693333;-35,85556;gms; 588;21,06;1100
amp1084;1022;19;co;fo,ll,is,br;as;pt;NA;tw,ni; 7;2007; 9;2008; 14;Brazil;Pernambuco;BR-PE;Jaqueira;Reserva Particular do Patrimônio Natural Frei Caneca (Mata do Quengo); -8,716111;-35,83889;gms; 633;20,86;1149
amp1085;1022;20;co;sp,la,is,br;as;pt;NA;tw,ni; 7;2007; 9;2008; 14;Brazil;Pernambuco;BR-PE;Jaqueira;Reserva Particular do Patrimônio Natural Frei Caneca (Açude das Moças); -8,720833;-35,84694;gms; 642;20,77;1138
amp1086;1022;26;co;tp,sp;as;pt;NA;tw,ni; 7;2007; 9;2008; 14;Brazil;Pernambuco;BR-PE;Jaqueira;Reserva Particular do Patrimônio Natural Frei Caneca (Área dos Bois); -8,728611;-35,84639;gms; 652;20,72;1147
amp1087;1022;10;co;br;as;NA;NA;tw,ni; 7;2007; 9;2008; 14;Brazil;Pernambuco;BR-PE;Jaqueira;Reserva Particular do Patrimônio Natural Frei Caneca (Pedra do Cruzeiro); -8,732778;-35,84500;gms; 652;20,72;1147
amp1088;1022; 6;co;fo;NA;pt;NA;NA; 7;2007; 9;2008; 14;Brazil;Pernambuco;BR-PE;Jaqueira;Reserva Particular do Patrimônio Natural Frei Caneca (Mata do Espelho); -8,722778;-35,84139;gms; 570;21,25;1201
amp1089;1023;30;ab;fo,sp,pp,ll,br;as;NA;NA;da,tw,ni; 3;1994;12;1994;  9;Brazil;Pernambuco;BR-PE;Igarassu;Refúgio Ecológico Charles Darwin; -7,800556;-34,93361;gm;  72;24,66;1852
amp1090;1024;35;co;fo,tp,sw,br;as;pt;NA;NA; 1;1993;12;2008;191;Brazil;Pernambuco;BR-PE;São Lourenço da Mata;Estação Ecológica do Tapacurá; -8,039444;-35,19694;gm; 135;24,24;1131
amp1091;1025;28;co;fo,pp,sw,ll;as;NA;NA;tw,ni; 3;2004;10;2004;  7;Brazil;Pernambuco;BR-PE;Aldeia;NA; -7,960833;-34,98250;gms;  98;24,46;1546
amp1092;1026;27;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Alagoas;BR-AL;Teotônio Vilela;Reserva Madeiras; -9,938611;-36,37139;gms; 108;24,36;1101
amp1093;1027;32;ab;tp,la,sw,ll,is,br;as,sb;NA;NA;da,tw,ni; 6;2011; 8;2011;  2;Brazil;Alagoas;BR-AL;Boca da Mata;Fazenda Cariri da Prensa; -9,690833;-36,20028;gms; 137;24,11;1307
amp1094;1028;29;co;fo;as;pt;ae;mo,da,tw,ni; 6;2006; 8;2007; 14;Brazil;Alagoas;BR-AL;Campo Alegre;Reserva Particular da Usina Porto Rico; -9,758889;-36,23583;gms; 163;23,86;1222
amp1095;1029; 5;ab;is;as;NA;NA;NA;11;2013; 7;2014;  8;Brazil;Alagoas;BR-AL;Murici;Estação Ecológica de Murici; -9,211667;-35,86444;gms; 524;21,57;1788
amp1096;1029; 4;ab;is;as;NA;NA;NA;11;2013; 7;2014;  8;Brazil;Alagoas;BR-AL;Murici;Estação Ecológica de Murici; -9,217500;-35,87556;gms; 519;21,59;1766
amp1097;1030;23;ab;NA;NA;NA;NA;NA; 5;NA; 9;NA;NA;Brazil;Sergipe;BR-SE;Areia Branca;Parque Nacional Serra de Itabaiana;-10,666667;-37,41667;NA; 169;24,33;1190
amp1098;1031;33;co;fo,sw;as;pt;ae;da,ni; 9;2009; 9;2009;  0;Brazil;Sergipe;BR-SE;Capela;Refúgio da Vida Silvestre Mata do Junco;-10,541667;-37,05833;gms; 137;24,54;1250
amp1099;1032;18;co;NA;NA;NA;NA;NA; 5;1997; 8;1997;  3;Brazil;Sergipe;BR-SE;Aracaju e São Cristóvão;Universidade Federal de Sergipe;-10,927500;-37,07389;gm;  10;25,90;1510
amp1100;1033;21;ab;tp,la,sw,ll,is;as;NA;NA;tw,ni;10;2012; 9;2013; 11;Brazil;Sergipe;BR-SE;Capela;Refúgio da Vida Silvestre Mata do Junco;-10,533333;-37,05000;gm; 117;24,68;1235
amp1101;1034;26;ab;pp,la,is,re,du,br;as,qs;pt;NA;tw,ni; 9;2004; 8;2005; 11;Brazil;Bahia;BR-BA;Mata de São João;Reserva Sapiranga;-12,566389;-38,03833;gms;  44;24,68;1699
amp1102;1034;14;ab;fo,la,re,du,br;as,qs;pt;NA;tw,ni; 9;2004; 8;2005; 11;Brazil;Bahia;BR-BA;Mata de São João;Restinga from Praia do Forte;-12,570000;-38,00111;gms;   6;24,97;1678
amp1103;1035;48;co;fo,tp,pp,ll,is,br;as;pt;NA;da,tw,ni; 2;2007;12;2008; 22;Brazil;Bahia;BR-BA;Igrapiúna;Reserva Ecológica da Michelin;-13,774722;-39,18528;gm; 140;23,55;2095
amp1104;1036;16;co;sw,br;as;NA;NA;da,tw,ni;11;2009;11;2009;  0;Brazil;Bahia;BR-BA;Lauro de Freitas;Loteamento Quintas do Picuaia;-12,883889;-38,33917;gms;  19;25,14;1943
amp1105;1037;80;co;fo,tp,pp,is;as,tr;pt;ae;NA;12;2008;11;2010; 23;Brazil;Bahia;BR-BA;Camacan e Pau-Brasil;Reserva do Patrimônio Natural Serra Bonita;-15,393611;-39,56583;gm; 729;20,34;1274
amp1106;1038;33;co;fo,tp,pp,ll,is,br;as;NA;ae;da,tw,ni; 2;2011; 2;2011;  0;Brazil;Bahia;BR-BA;Almadina;Serra do Sete Paus;-14,762575;-39,64956;dd; 624;20,69;1311
amp1107;1038;38;co;fo,tp,pp,ll,is,br;as;NA;ae;da,tw,ni; 2;2011; 2;2011;  0;Brazil;Bahia;BR-BA;Almadina;Serra do Corcovado;-14,700156;-39,59601;dd; 681;20,44;1369
amp1108;1038;40;co;fo,tp,pp,ll,is,br;as;NA;ae;da,tw,ni; 2;2011; 2;2011;  0;Brazil;Bahia;BR-BA;Ilhéus;Serra da Temerosa;-14,487317;-39,45076;dd; 481;21,68;1572
amp1109;1038;40;co;fo,tp,pp,ll,is,br;as;NA;ae;da,tw,ni; 2;2011; 2;2011;  0;Brazil;Bahia;BR-BA;Ilhéus;Lagoa Encantada;-14,534158;-39,11559;dd; 117;23,93;1955
amp1110;1039;13;ab;fo;NA;pt;NA;mo,da,tw,ni;10;1999; 2;2000;  4;Brazil;Bahia;BR-BA;Una;Reserva Biológica de Una;-15,173056;-39,12944;NA;  93;23,92;1759
amp1111;1039;12;ab;fo;NA;pt;NA;mo,da,tw,ni; 4;2002; 5;2002;  1;Brazil;Bahia;BR-BA;Ilhéus;Ilhéus;-14,698333;-39,22111;NA;  80;24,17;1734
amp1112;1040; 7;co;fo,la;as;NA;in;NA;12;2004;12;2004;  0;Brazil;Bahia;BR-BA;Salvador;Companhia Hidroelétrica do São Francisco - Pituaçu;-12,938056;-38,41972;NA;  49;25,13;2018
amp1113;1041; 5;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,903056;-37,59167;gms;  19;25,00;1572
amp1114;1041; 5;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,918889;-37,60167;gms;  25;24,94;1589
amp1115;1041; 5;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,962500;-37,63111;gms;  10;24,97;1586
amp1116;1041;18;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,941389;-37,60694;gms;   6;25,02;1564
amp1117;1041;12;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,832222;-37,55806;gms;   2;NA;NA
amp1118;1041; 8;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,886944;-37,58222;gms;   3;NA;NA
amp1119;1041; 8;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,946667;-37,61306;gms;  25;24,90;1589
amp1120;1041; 2;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,825833;-37,55194;gms;   2;NA;NA
amp1121;1041; 2;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,998611;-37,66139;gms;  48;24,72;1627
